Name,Municipality,County,Address,Student body count,Latitude,Longitude
Kolbotn skole,Oppegård,Akershus,"Fjellveien 2 A, 1410 KOLBOTN",56,59.8133347,10.8048876
Egge skole,Lier,Buskerud,"Vestsideveien 115, 3400 LIER",71,59.8150261,10.2141639
Rubbestadneset skule,Bømlo,Hordaland,"5420, RUBBESTADNESET  ",23,59.8154038,5.2679813
Rommetveit skule,Stord,Hordaland,"Rommetveit, 5414 STORD",38,59.8167252,5.5225877
Rønningen skole,Asker,Akershus,"Trettestykket 6, 1388 BORGEN",154,59.818926,10.428576
Vardåsen skole,Asker,Akershus,"Slottsberget 1, 1385 ASKER",427,59.8198111,10.3815514
Heia skole,Lier,Buskerud,"Heiaveien 5, 3420 LIERSKOGEN",25,59.8202794,10.3309192
Hennummarka skole,Lier,Buskerud,"Hennummarka 4, 3408 TRANBY",297,59.8210142,10.2795309
Stranden skole,Enebakk,Akershus,"Tomterveien 11, 1914 YTRE ENEBAKK",21,59.8227232,11.1645268
Vettre skole,Asker,Akershus,"Aspelundfaret 2, 1392 VETTRE",26,59.8244959,10.4683195
Risenga ungdomsskole,Asker,Akershus,"Brages Vei 9, 1387 ASKER",320,59.825717,10.4419888
Bjørndal skole,Oslo,Oslo,"Granbergstubben 7, 1275 OSLO",354,59.8260556,10.83686
Borgen skole,Asker,Akershus,"Vardefaret 4, 1388 BORGEN",354,59.826697,10.4194025
Bondi skole,Asker,Akershus,"Johan Drengsruds Vei 52, 1383 ASKER",427,59.8272999,10.403626
Nordal skole,Lier,Buskerud,"Ringeriksveien 312, 3408 TRANBY",9,59.8281254,10.2562406
Valen Oppvekstsenter - Avdeling skule,Kvinnherad,Hordaland,"Valevegen 42, 5451 VALEN",23,59.8290964,5.7881048
Bjørnemyr skole,Nesodden,Akershus,"Tosletta 54, 1453 BJØRNEMYR",1,59.8293898,10.6406569
Hagaløkka skole,Asker,Akershus,"Gamle Borgenvei 26, 1383 ASKER",46,59.8297313,10.4214608
Rosenholm skole,Oslo,Oslo,"Nordåsveien 160-162, 1251 OSLO",354,59.8300022,10.7848036
Drengsrud skole,Asker,Akershus,"Gamle Drammensvei 318, 1383 ASKER",320,59.8302358,10.4036608
Setskog Oppvekstsenter,Aurskog-Høland,Akershus,"Mosebyveien 4, 1954 SETSKOG",13,59.8302359,11.7208857
Seterbråten skole,Oslo,Oslo,"Bjørnåsveien 126, 1272 OSLO",354,59.8305511,10.8290382
Holmlia skole,Oslo,Oslo,"Nordåsveien 3, 1251 OSLO",354,59.8312078,10.7922756
Bjørnholt skole,Oslo,Oslo,"Slimeveien 15, 1275 OSLO",614,59.8314189,10.8375648
Toppåsen skole,Oslo,Oslo,"Tiriltunga 5, 1259 OSLO",42,59.8315842,10.7999407
Skarveland skule,Kvinnherad,Hordaland,"Sandvoll, 5451 VALEN",11,59.8316955,5.7832075
Lusetjern skole,Oslo,Oslo,"Nordåsveien 1, 1251 OSLO",56,59.8324025,10.7911416
Røldal skule,Odda,Hordaland,"Seimsvegen 1, 5760 RØLDAL",8,59.8327964,6.8142523
Lampeland skole,Flesberg,Buskerud,"3623, LAMPELAND  ",73,59.8335998,9.577198
Klemetsrud skole,Oslo,Oslo,"Enebakkveien 418, 1279 OSLO",354,59.834374,10.8432637
Sunde Oppvekstsenter - Avdeling skule,Kvinnherad,Hordaland,"Hamrabrekko 12, 5450 SUNDE I SUNNHORDLAND",598,59.8371828,5.71244
Prinsdal skole,Oslo,Oslo,"Øvre Prinsdals Vei 54, 1263 OSLO",354,59.8375422,10.8118103
Berger skole,Nesodden,Akershus,"Kjartan Veldes Vei 43, 1450 NESODDTANGEN",182,59.8375892,10.6770508
Hauketo skole,Oslo,Oslo,"Øvre Prinsdals Vei 52, 1263 OSLO",354,59.837945,10.8115467
Solvang ungdomsskole,Asker,Akershus,"Solvangveien 32, 1383 ASKER",,59.840323,10.4257161
Hallagerbakken skole,Oslo,Oslo,"Hallagerbakken 104, 1256 OSLO",354,59.8406113,10.7919764
Lofsrud skole,Oslo,Oslo,"Lofsrudhøgda 210, 1281 OSLO",354,59.8456249,10.8267445
Mortensrud skole,Oslo,Oslo,"Lofsrudhøgda 195, 1281 OSLO",354,59.8457683,10.8264224
Rudolf Steinerskolen Nesodden,Nesodden,Akershus,"Tangenveien 300, 1450 NESODDTANGEN",18,59.8460718,10.6716013
Ljan skole,Oslo,Oslo,"Gladvollveien 35, 1168 OSLO",354,59.8478439,10.7863491
Hofstad skole,Asker,Akershus,"Hofstadgata 14, 1384 ASKER",211,59.8482613,10.4711933
Jansløkka skole,Asker,Akershus,"Semsveien 205, 1384 ASKER",354,59.8498941,10.4423826
Skotselv skole,Øvre Eiker,Buskerud,"Dalerveien, 3330 SKOTSELV",27,59.8507841,9.8790309
Husnes ungdomsskule,Kvinnherad,Hordaland,"Røsslandsvegen 9, 5460 HUSNES",250,59.8526275,5.7444036
Hovin skule,Tinn,Telemark,"3652, HOVIN I TELEMARK  ",4,59.8539227,9.0338172
Undarheim skule,Kvinnherad,Hordaland,"Røsslandsvegen 5, 5460 HUSNES",23,59.8542054,5.7473541
Nesoddtangen skole,Nesodden,Akershus,"Kongleveien, 1450 NESODDTANGEN",36,59.8542623,10.6630487
Tangenåsen ungdomsskole,Nesodden,Akershus,"Kongleveien 2-4, 1450 NESODDTANGEN",320,59.8546462,10.6625765
Alværn ungdomsskole,Nesodden,Akershus,"Vestveien, 1450 NESODDTANGEN",320,59.8552788,10.660998
Stenbråten skole,Oslo,Oslo,"Stenbråtveien 89, 1283 OSLO",354,59.8555788,10.8214383
Landøya ungdomsskole,Asker,Akershus,"Landøyveien 16, 1394 NESBRU",320,59.8591091,10.4980347
Munkerud skole,Oslo,Oslo,"Oberst Rodes Vei 92 C, 1165 OSLO",354,59.8596526,10.8098234
Hvalstad skole,Asker,Akershus,"Hvalstadveien 25, 1395 HVALSTAD",29,59.8597496,10.4649528
Nordstrand skole,Oslo,Oslo,"Nordstrandveien 27, 1163 OSLO",240,59.8611083,10.7941176
Torstad ungdomsskole,Asker,Akershus,"Torstadbakken 49, 1395 HVALSTAD",320,59.8616077,10.4790236
Steinerskolen på Nordstrand,Oslo,Oslo,"Solv 113, 1162 OSLO",240,59.8622118,10.7905163
Flesberg skole,Flesberg,Buskerud,"Flesberg, 3620 FLESBERG",34,59.8625953,9.4327497
Oddevall skole,Lier,Buskerud,"Oddevallveien 10, 3400 LIER",43,59.8627994,10.2178672
Jaer skole,Nesodden,Akershus,"Glenneveien 11, 1450 NESODDTANGEN",1,59.8648275,10.6625403
Nordby skole,Rælingen,Akershus,"Tomterstien 33, 2009 NORDBY",8,59.8664204,11.0934107
Nordseter skole,Oslo,Oslo,"Ekebergv 200, 1162 OSLO",354,59.8668102,10.7939996
Mellom-Nes skole,Asker,Akershus,"Breivikveien 25, 1394 NESBRU",50,59.8668813,10.4962819
Nesøya skole,Asker,Akershus,"Rosenkrantz Vei 40, 1397 NESØYA",206,59.8699676,10.5180316
Skullerud skole,Oslo,Oslo,"General Ruges Vei 100, 0694 OSLO",354,59.8705906,10.8482094
Lambertseter skole,Oslo,Oslo,"Glimmerveien 42, 1155 OSLO",,59.8711084,10.8152433
Rustad skole,Oslo,Oslo,"Paal Bergs Vei 30, 0692 OSLO",354,59.8722662,10.8385115
Kastellet skole,Oslo,Oslo,"Birger Olivers Vei 34, 1176 OSLO",67,59.8735846,10.7920632
Steinerskolen i Asker,Asker,Akershus,"Nesvangen 10, 1394 NESBRU",20,59.8742586,10.4971307
Dalen skole,Fet,Akershus,"Kinnveien 56, 1903 GAN",22,59.8746227,11.2190802
Billingstad skole,Asker,Akershus,"Billingstadveien 58, 1396 BILLINGSTAD",,59.875246,10.4733107
Bjørkelangen skole,Aurskog-Høland,Akershus,"Skjønhaugveien 2, 1940 BJØRKELANGEN",238,59.8756768,11.5589313
Karlsrud skole,Oslo,Oslo,"Cecilie Thoresens Vei 8, 1153 OSLO",535,59.8773567,10.8094704
Nøklevann skole,Oslo,Oslo,"Bølerlia 75, 0689 OSLO",53,59.8776596,10.8492901
Rjukan barneskole,Tinn,Telemark,"Sam Eydes Gate 163, 3660 RJUKAN",40,59.8791312,8.6151312
Abildsø skole,Oslo,Oslo,"Enebakkveien 264, 1187 OSLO",354,59.8808178,10.8250289
Rjukan ungdomsskole,Tinn,Telemark,"Sam Eydes Gate 236, 3660 RJUKAN",53,59.8808468,8.6305561
Nedre Bekkelaget skole,Oslo,Oslo,"Ormsundveien 2, 0198 OSLO",354,59.8819076,10.7709873
Bekkelaget skole,Oslo,Oslo,"Ormsundveien 2, 0198 OSLO",354,59.8824535,10.7837998
Bøler skole,Oslo,Oslo,"Utmarkveien 4, 0689 OSLO",75,59.8833288,10.8488728
Tanum skole,Bærum,Akershus,"Tanumveien 69, 1341 SLEPENDEN",47,59.8853935,10.4761833
Bjørnegård skole,Bærum,Akershus,"Nedre Åsvei 1, 1341 SLEPENDEN",90,59.8869653,10.4990505
Jong skole,Bærum,Akershus,"Jongssvingen 5, 1337 SANDVIKA",301,59.8870217,10.509835
Brannfjell skole,Oslo,Oslo,"Ekebergveien 111, 1178 OSLO",354,59.8881186,10.7829924
Snarøya skole,Bærum,Akershus,"Snarøyveien 90, 1367 SNARØYA",43,59.8885457,10.6220648
Hundsund Grendesenter Ungdomsskole,Bærum,Akershus,"Snarøyveien 81, 1367 SNARØYA",195,59.88944,10.6222161
Østmarka skole,Oslo,Oslo,"John G.Mattesons Vei 13, 0687 OSLO",4,59.8911689,10.8531147
Enger skole,Modum,Buskerud,"Eikerveien 52, 3340 ÅMOT",,59.8920281,9.9264014
Sylling skole,Lier,Buskerud,"Skoleveien 2, 3410 SYLLING",32,59.8927605,10.29121
Søndre Modum ungdomsskole,Modum,Buskerud,"Jellumveien 3, 3340 ÅMOT",86,59.8931021,9.9342672
Skøyenåsen skole,Oslo,Oslo,"Haakon Tveters Vei 75, 0686 OSLO",146,59.8949574,10.8389489
Ekeberg skole,Oslo,Oslo,"Stamhusveien 79, 1181 OSLO",354,59.8953,10.7854221
Manglerud skole,Oslo,Oslo,"Plogveien 22, 0681 OSLO",501,59.8954242,10.8225873
Rimbareid barne- og ungdomsskule,Fitjar,Hordaland,"5419, FITJAR  ",43,59.8955698,5.3210473
Sælevik skule,Fitjar,Hordaland,"Dåfjordeid, 5410 SAGVÅG",29,59.8955698,5.3210473
Øvrebygda skule,Fitjar,Hordaland,"Hovstad, 5419 FITJAR",10,59.8955698,5.3210473
Ryenberget skole,Oslo,Oslo,"Enebakkveien 152, 0680 OSLO",354,59.8966951,10.8012743
Buskerud skole,Modum,Buskerud,"Nordbråtagata, 3340 ÅMOT",25,59.8972248,9.891152
Emma Hjorth skole,Bærum,Akershus,"Tokes Vei 50, 1336 SANDVIKA",433,59.8979313,10.4871343
Blommenholm skole,Bærum,Akershus,"Halvorsens Vei 2, 1365 BLOMMENHOLM",433,59.8981824,10.551063
Oppsal skole,Oslo,Oslo,"Vetlandsveien 79, 0685 OSLO",354,59.8983062,10.8439291
Østensjø skole,Oslo,Oslo,"Østensjøveien 112, 0682 OSLO",45,59.8985116,10.8310746
Evje skole,Bærum,Akershus,"Skollerudveien 25, 1353 BÆRUMS VERK",433,59.9003081,10.5176903
Høyenhall skole,Oslo,Oslo,"Traktorveien 15, 0678 OSLO",79,59.9004392,10.8128729
Høvik skole,Bærum,Akershus,"Gamle Drammensvei 119, 1363 HØVIK",47,59.9021202,10.5717267
Vøyenenga skole,Bærum,Akershus,"Borkenveien 3, 1339 VØYENENGA",372,59.9052416,10.4783038
Gamlebyen skole,Oslo,Oslo,"Egedes Gate 3, 0192 OSLO",354,59.9068332,10.7702745
Gjettum skole,Bærum,Akershus,"Vallerveien 133, 1346 GJETTUM",114,59.9069684,10.5322368
Godlia skole,Oslo,Oslo,"Vetlandsveien 45, 0671 OSLO",354,59.9071863,10.8472328
Levre skole,Bærum,Akershus,"Levre Skolevei 6, 1346 GJETTUM",484,59.9073436,10.5096033
Vålerenga skole,Oslo,Oslo,"Herslebs Gate 26, 0561 OSLO",354,59.9075133,10.7897757
Ramstad skole,Bærum,Akershus,"Høvikveien 30, 1363 HØVIK",433,59.9079523,10.5741046
Jordal skole,Oslo,Oslo,"Strømsveien 4, 0657 OSLO",354,59.9079827,10.7826934
Trasop skole,Oslo,Oslo,"Hellerudveien 63, 0672 OSLO",72,59.9087493,10.8514441
Stiftelsen Nyskolen i Oslo,Oslo,Oslo,"Østerdalsgata 7 A, 0658 OSLO",5,59.9106877,10.7891243
Hauger skole,Bærum,Akershus,"Hauger Skolevei 55, 1351 RUD",433,59.9108021,10.5053384
Løkeberg skole,Bærum,Akershus,"Bærumsveien 340, 1344 HASLUM",81,59.9110144,10.5505139
Rudolf Steinerskolen i Lørenskog,Lørenskog,Akershus,"Kantarellveien 10, 1476 RASTA",157,59.9128253,10.9384171
Kampen skole,Oslo,Oslo,"Herslebs Gate 26, 0561 OSLO",354,59.9129033,10.7825795
Lyngdal skole,Flesberg,Buskerud,,,59.912947,9.528953
Tveita skole,Oslo,Oslo,"Wilhelm Stenersens Vei 4, 0671 OSLO",354,59.9132102,10.8389918
Ruseløkka skole,Oslo,Oslo,"Løkkeveien 15, 0253 OSLO",354,59.9136821,10.7256848
Bryn skole,Oslo,Oslo,"Teisenveien 40, 0666 OSLO",354,59.9140007,10.8228921
Hovin skole,Oslo,Oslo,"Strømsveien 110, 0663 OSLO",123,59.9141021,10.8036642
Tøyen skole,Oslo,Oslo,"Hagegata 19, 0577 OSLO",354,59.9151728,10.7727616
Bygdøy skole,Oslo,Oslo,"Strømsborgveien 12, 0287 OSLO",354,59.9162862,10.7671069
Vahl skole,Oslo,Oslo,"Herslebs Gate 26, 0561 OSLO",354,59.9162862,10.7671069
Riddersand skole,Fet,Akershus,"Kirkeveien 149, 1900 FETSUND",41,59.9169295,11.1701649
Lycee Francais Rene Cassin D'Oslo - Avd Grunnskole,Oslo,Oslo,"Skovveien 9, 0257 OSLO",614,59.9171221,10.7171299
Benterud skole,Lørenskog,Akershus,"Tunveien 5, 1473 LØRENSKOG",363,59.9173008,10.9512904
Hersleb skole,Oslo,Oslo,"Osterhaus' Gate 22, 0183 OSLO",354,59.9177915,10.7516642
Møllergata skole,Oslo,Oslo,"Møllergata 49, 0179 OSLO",354,59.9181512,10.7504993
St Sunniva skole,Oslo,Oslo,"Akersveien 4, 0177 OSLO",354,59.9183366,10.7446786
Haneborg skole,Aurskog-Høland,Akershus,"Lierfoss, 1930 AURSKOG",49,59.9190502,11.530845
Oslo International School,Bærum,Akershus,"Gamle Ringeriksvei 53, 1357 BEKKESTUA",1,59.9193696,10.5816241
Lakkegata skole,Oslo,Oslo,"Lakkegata 79, 0562 OSLO",354,59.9197595,10.7669216
Uranienborg skole,Oslo,Oslo,"Briskebyveien 7, 0259 OSLO",354,59.9199606,10.7181998
Rasta skole,Lørenskog,Akershus,"Bjørndalsveien 1, 1476 RASTA",465,59.9201499,10.9383271
Bryn skole,Bærum,Akershus,"Bryn Skolevei 7, 1348 RYKKINN",374,59.9202032,10.4938443
Østersund ungdomsskole,Fet,Akershus,"Kirkeveien 97, 1900 FETSUND",41,59.9202496,11.1688425
Jar skole,Bærum,Akershus,"Storengveien 2 - 4, 1358 JAR",27,59.9206217,10.6260877
Hasle skole,Oslo,Oslo,"Haralds Vei 1, 0576 OSLO",240,59.9215685,10.7890758
Åsen skole,Lørenskog,Akershus,"Nordlifaret 46, 1473 LØRENSKOG",189,59.9221268,10.9650017
Løkenåsen skole,Lørenskog,Akershus,"Nordlifaret 41, 1473 LØRENSKOG",116,59.9224908,10.9659685
Stalsberg skole,Modum,Buskerud,"Stalsbergveien 24, 3360 GEITHUS",14,59.9225473,9.964638
Fjerdingby skole,Rælingen,Akershus,"Haugervegen 27, 2008 FJERDINGBY",437,59.9231029,11.0696788
Lilleaker skole,Oslo,Oslo,"Smiuvegen 257, 0981 OSLO",514,59.9231977,10.6387724
Haslum skole,Bærum,Akershus,"Gamle Ringeriksvei 81, 1356 BEKKESTUA",76,59.9237041,10.573013
Bringedalsbygda Oppvekstsenter - Avdeling skule,Kvinnherad,Hordaland,"5462, HERØYSUNDET  ",6,59.9237681,5.7995654
Bestum skole,Oslo,Oslo,"Holgerlystveien 18, 0280 OSLO",354,59.9238167,10.6550092
Haugerud skole,Oslo,Oslo,"Tvetenveien 183, 0673 OSLO",354,59.9238297,10.8572514
Kristelig gymnasium - Grunnskole,Oslo,Oslo,"Homansbakken 2, 0352 OSLO",112,59.9241499,10.7295545
Trosterud skole,Oslo,Oslo,"Tvetenveien 181, 0673 OSLO",354,59.9244203,10.8581519
Bekkestua skole,Bærum,Akershus,"Falkeveien 14, 1357 BEKKESTUA",195,59.924489,10.5860635
Marikollen ungdomsskole,Rælingen,Akershus,"Øvre Rælingsveg 201, 2008 FJERDINGBY",80,59.9245328,11.0636806
Lutvann skole,Oslo,Oslo,"Dr.Dedichens Vei 75, 0675 OSLO",55,59.9245881,10.868419
Øraker skole,Oslo,Oslo,"Lilleakerveien 60, 0284 OSLO",354,59.9246159,10.6402712
Miland skole,Tinn,Telemark,"Milandvegen 58, 3658 MILAND",1,59.9248614,8.7530584
Hammer skole,Lørenskog,Akershus,"Hammerveien 4, 1473 LØRENSKOG",35,59.9250624,10.9839157
Ringstabekk skole,Bærum,Akershus,"Peiks Vei 1, 1356 BEKKESTUA",433,59.9252373,10.5912273
Norges Toppidrettsgymnas ungdomsskole Bærum AS,Bærum,Akershus,"Hans Burums Vei 30, 1357 BEKKESTUA",1,59.9252373,10.5912273
Lysaker skole,Bærum,Akershus,"Forneburingen 300, 1364 FORNEBU",37,59.9252373,10.5912273
Høvik Verk skole,Bærum,Akershus,"Skollerudveien 25, 1353 BÆRUMS VERK",27,59.9252373,10.5912273
Stabekk skole,Bærum,Akershus,"Gamle Ringeriksvei 23, 1356 BEKKESTUA",372,59.9252373,10.5912273
Belset skole,Bærum,Akershus,"Belsetveien 26, 1348 RYKKINN",433,59.9257126,10.4899106
Grünerløkka skole,Oslo,Oslo,"Toftes Gate 44, 0556 OSLO",354,59.926381,10.7611699
Aursmoen skole,Aurskog-Høland,Akershus,"1930, AURSKOG  ",47,59.9266649,11.474166
Ila skole,Oslo,Oslo,"Fougstads Gate 10, 0173 OSLO",354,59.9273335,10.7460313
Bolteløkka skole,Oslo,Oslo,"Smiuvegen 257, 0981 OSLO",354,59.9273776,10.7347453
Skui skole,Bærum,Akershus,"Skollerudveien 25, 1353 BÆRUMS VERK",56,59.927838,10.4480838
Bjørnsletta skole,Oslo,Oslo,"Åsjordet 3, 0381 OSLO",354,59.9288656,10.6431151
Grefsen skole,Oslo,Oslo,"Kapellveien 69, 0487 OSLO",354,59.9288656,10.6431151
Skjønnhaug skole,Oslo,Oslo,"Lindebergåsen 39, 1068 OSLO",201,59.9289597,10.8777369
Grav skole,Bærum,Akershus,"Hosleveien 24, 1358 JAR",85,59.9294273,10.6085624
Majorstuen skole,Oslo,Oslo,"Bogstadveien 74 B, 0366 OSLO",354,59.9294984,10.7140244
Rykkinn skole - Avdeling Berger,Bærum,Akershus,"Valkyrieveien 25, 1349 RYKKINN",39,59.9296893,10.4717788
Solheim skole,Lørenskog,Akershus,"Mailandveien 4, 1470 LØRENSKOG",,59.929795,10.9531052
Stiftelsen Bærum Montessoriskole,Bærum,Akershus,"Grav Gårdsv 5, 1358 JAR",27,59.9302102,10.6059878
Steinerskolen i Bærum,Bærum,Akershus,"Grav Gårdsv 5, 1358 JAR",27,59.9302102,10.6059878
Sagene skole,Oslo,Oslo,"Biermanns Gate 2, 0473 OSLO",74,59.9306629,10.7593204
Blystadlia skole,Rælingen,Akershus,"Ulvefaret 32, 2014 BLYSTADLIA",16,59.9308712,11.044936
Kjenn skole,Lørenskog,Akershus,"Hasselveien 4, 1470 LØRENSKOG",348,59.9315242,10.9584784
Regnbuen skole,Lørenskog,Akershus,"Losbyveien 1, 1473 LØRENSKOG",124,59.9316231,10.9850293
Hovinhøgda skole,Fet,Akershus,"Garderveien 2, 1900 FETSUND",151,59.9317874,11.142676
Stiftelsen Montessoriskolen Lyse,Oslo,Oslo,"Hoffsjef Løvenskiolds Vei 31 C, 0382 OSLO",42,59.9319062,10.6438998
Smestad skole,Oslo,Oslo,"Konventveien 27, 0377 OSLO",354,59.9322983,10.6829487
Skare barneskule,Odda,Hordaland,"Skare, 5763 SKARE",51,59.9324323,6.5938599
Skøyen skole,Oslo,Oslo,"Monolitveien 6, 0375 OSLO",354,59.9332885,10.68825
Finstad skole,Lørenskog,Akershus,"Finstadrabben 148 B, 1475 FINSTADJORDET",55,59.9335202,10.9397796
Sinsen skole,Oslo,Oslo,"Lørenveien 11, 0585 OSLO",40,59.9335787,10.7865703
Maridalen skole,Oslo,Oslo,"Gamle Maridalsvei 45, 0890 OSLO",9,59.9336302,10.7651888
Stig skole,Oslo,Oslo,"Smiuvegen 257, 0981 OSLO",354,59.9336302,10.7651888
Lilleborg skole,Oslo,Oslo,"Torshovgata 9, 0476 OSLO",354,59.9336302,10.7651888
Hosle skole,Bærum,Akershus,"Bispeveien 73, 1362 HOSLE",87,59.9339709,10.5847733
Marienlyst skole,Oslo,Oslo,"Tusentrippen 5, 0361 OSLO",700,59.9339844,10.7231436
Uskedalen Oppvekstsenter - Avdeling skule,Kvinnherad,Hordaland,"5463, USKEDALEN  ",50,59.934617,5.8667476
Ellingsrudåsen skole,Oslo,Oslo,"Harald Sohlbergs Vei 17, 1064 OSLO",60,59.9350567,10.9218833
Jeriko skole,Oslo,Oslo,"Jerikoveien 41, 1067 OSLO",354,59.9350775,10.8862159
Lysejordet skole,Oslo,Oslo,"Vækerøveien 140, 0383 OSLO",68,59.9351826,10.639219
Ellingsrud skole,Oslo,Oslo,"Edvard Munchs Vei 55, 1063 OSLO",354,59.9352952,10.9182922
Eidskog Montessoriskole Ba,Eidskog,Hedmark,"2233, VESTMARKA  ",,59.9361758,11.9920388
Fjellsrud skole,Lørenskog,Akershus,"Marcus Thranes Vei 83, 1472 FJELLHAMAR",116,59.9367123,10.9738852
Eikeli skole,Bærum,Akershus,"Nadderudveien 110, 1362 HOSLE",433,59.9369325,10.6054839
Løvenstad skole,Rælingen,Akershus,"Løvenstadvegen 7, 2006 LØVENSTAD",30,59.9369578,11.0275967
Bakås skole,Oslo,Oslo,"Skansen Terrasse 16, 1062 OSLO",22,59.9377176,10.9082777
Løren skole,Oslo,Oslo,"Økern Torgvei 40, 0580 OSLO",78,59.9386226,10.805668
Bjølsen skole,Oslo,Oslo,"Maridalsveien 172, 0469 OSLO",354,59.9389168,10.7580115
Linderud skole,Oslo,Oslo,"Statsråd Mathiesens Vei 27, 0594 OSLO",67,59.9396323,10.8335775
Østerås skole,Bærum,Akershus,"Eiksveien 104, 1361 ØSTERÅS",362,59.9397519,10.6075948
Furuset skole,Oslo,Oslo,"Furusetveien 15, 1053 OSLO",354,59.9401633,10.8912836
Fjellhamar skole,Lørenskog,Akershus,"Fjellhamarveien 55, 1472 FJELLHAMAR",,59.9401854,10.9849157
Vinderen skole,Oslo,Oslo,"Haakon Den Godes Vei 17, 0373 OSLO",354,59.9405939,10.7050534
Hosletoppen skole,Bærum,Akershus,"Bjarne Skaus Vei 40, 1362 HOSLE",87,59.9412618,10.5882942
Ullevål skole,Oslo,Oslo,"John Colletts Allé 20, 0852 OSLO",354,59.9421127,10.7334172
Kurland skole,Lørenskog,Akershus,"1479, KURLAND  ",143,59.9428397,10.8920161
Garderåsen skole,Fet,Akershus,"Garderåsveien 202, 1900 FETSUND",,59.9432801,11.1526503
Bærums Verk skole,Bærum,Akershus,"Skollerudveien 25, 1353 BÆRUMS VERK",433,59.943471,10.5103547
Veitvet skole,Oslo,Oslo,"Veitvetveien 17, 0596 OSLO",41,59.9435028,10.850477
Gran skole,Oslo,Oslo,"Granstangen 50, 1051 OSLO",354,59.9437874,10.9001657
Gullhaug skole,Bærum,Akershus,"Grindaberget 7, 1354 BÆRUMS VERK",433,59.9443876,10.4935815
Ris ungdomsskole,Oslo,Oslo,"Ris Skolevei 22/24, 0373 OSLO",112,59.9446272,10.7070653
Rud skole,Rælingen,Akershus,"Skolevegen 22, 2005 RÆLINGEN",437,59.9448359,11.0429589
Årvoll skole,Oslo,Oslo,"Bård Skolemesters Vei 1, 0590 OSLO",49,59.9450374,10.8121016
Huseby skole,Oslo,Oslo,"Sørkedalsveien 167, 0754 OSLO",514,59.9455131,10.6520611
Haugen skole,Oslo,Oslo,"Høybråtenveien 4, 1055 OSLO",354,59.9465689,10.9054714
Høybråten skole,Oslo,Oslo,"Bergtunveien 9, 1087 OSLO",354,59.9466685,10.9251115
Onarheim skule,Tysnes,Hordaland,"Onarheim, 5694 ONARHEIM",198,59.9469867,5.6276717
Tonsenhagen skole,Oslo,Oslo,"Anna Rogstads Vei 1, 0592 OSLO",354,59.9470952,10.8284681
Eiksmarka skole,Bærum,Akershus,"Niels Leuchs Vei 56, 1359 EIKSMARKA",433,59.9476087,10.622303
Hovseter skole,Oslo,Oslo,"Hovseterveien 74, 0768 OSLO",201,59.9492026,10.6546223
Lesterud skole,Bærum,Akershus,"Grorudenga 1-11, 1350 LOMMEDALEN",45,59.9495738,10.5114943
Stasjonsfjellet skole,Oslo,Oslo,"Stigenga 310, 0979 OSLO",354,59.9496055,10.9252724
Mølladammen ungdomsskole,Bærum,Akershus,"Lommedalsveien 239, 1350 LOMMEDALEN",67,59.9496141,10.4984761
Disen skole,Oslo,Oslo,"Kjelsåsveien 49, 0488 OSLO",354,59.9499001,10.7934714
Rudolf Steinerskolen i Oslo,Oslo,Oslo,"Flyv 2, 0770 OSLO",240,59.950154,10.657511
Sagdalen skole,Skedsmo,Akershus,"Skolegata 1, 2010 STRØMMEN",259,59.950342,11.012894
Slemdal skole,Oslo,Oslo,"Stasjonsveien 1, 0776 OSLO",514,59.9508044,10.6930878
Stalsberg skole,Skedsmo,Akershus,"Frydenlundsgata 16, 2010 STRØMMEN",217,59.9510929,11.0148158
Nordtvet skole,Oslo,Oslo,"Kalbakkveien 9, 0953 OSLO",52,59.9517209,10.8721806
Omvikdalen Oppvekstsenter - Avdeling skule,Kvinnherad,Hordaland,"Fetvegen 126, 5464 DIMMELSVIK",23,59.9531133,5.9792261
Rødtvet skole,Oslo,Oslo,"Ammerudveien 49, 0958 OSLO",63,59.9533121,10.8579593
Tåsen skole,Oslo,Oslo,"Nordbergveien 15, 0875 OSLO",605,59.9535829,10.7496359
Voksen skole,Oslo,Oslo,"Arnebråtveien 120, 0771 OSLO",354,59.9542912,10.6585271
Haugenstua skole,Oslo,Oslo,"Smiuvegen 257, 0981 OSLO",354,59.9547372,10.9220213
Lindeberg skole,Oslo,Oslo,"Lindebergveien 33, 1069 OSLO",354,59.9547372,10.9220213
Vigernes skole,Skedsmo,Akershus,"Vigernesgata 1, 2004 LILLESTRØM",217,59.9553158,11.0696941
Stovner skole,Oslo,Oslo,"Stovnerfaret 17, 0982 OSLO",354,59.9556848,10.9269258
Engebråten skole,Oslo,Oslo,"Kapellveien 120, 0493 OSLO",347,59.9578732,10.7743897
Volla skole,Skedsmo,Akershus,"Nittedalsgata 59, 2000 LILLESTRØM",57,59.9580523,11.0409469
Groruddalen skole,Oslo,Oslo,"Grorudveien 4, 0962 OSLO",354,59.9584817,10.882763
Grorud skole,Oslo,Oslo,"Grorudveien 4, 0962 OSLO",354,59.9584817,10.882763
Svendstuen skole,Oslo,Oslo,"Frognerseterveien 76, 0776 OSLO",403,59.958804,10.6895328
Lommedalen skole,Bærum,Akershus,"Gamleveien 132, 1350 LOMMEDALEN",362,59.9600644,10.4758799
Apalløkka skole,Oslo,Oslo,"Tjernveien 12, 0957 OSLO",514,59.9602469,10.8646828
